test_image,train_image,thumb_transform,full_transform,full_rms_best,full_rms_identity,test_w,test_h,train_w,train_h,same_dims,test_ar,train_ar,cluster,n_test_boxes,n_twin_boxes,same_ar_1pct,tp_agnostic,tp_aware,identical_label_set,oracle_best_f1_aware,oracle_best_transform,f1_aware_at_full_tf,published_transform,published_train_image,published_tf_same,published_train_same,pub_tp_agnostic,pub_tp_aware,pub_n_twin_boxes,pub_identical_label_set,i_predD_vs_predTwin__tp,i_predD_vs_predTwin__np,i_predD_vs_predTwin__nt,ii_labelD_vs_labelTwin__tp,ii_labelD_vs_labelTwin__np,ii_labelD_vs_labelTwin__nt,iii_predD_vs_labelD__tp,iii_predD_vs_labelD__np,iii_predD_vs_labelD__nt,iv_predD_vs_labelTwin__tp,iv_predD_vs_labelTwin__np,iv_predD_vs_labelTwin__nt,v_predTwin_vs_labelTwin__tp,v_predTwin_vs_labelTwin__np,v_predTwin_vs_labelTwin__nt
calculus-1235-_jpg.rf.110c26290f7ff1e2522a0c05b9b2f2dc.jpg,calculus-659-_jpg.rf.8af8fd3bd97546ad3a55773bd954e072.jpg,hflip,hflip,5.2461795530027135,53.48746835699213,612,420,612,420,1,1.457142857142857,1.457142857142857,10,5,5,1,5,5,1,1.0,hflip,1.0,hflip,calculus-659-_jpg.rf.8af8fd3bd97546ad3a55773bd954e072.jpg,1,1,5,5,5,1,3,12,6,5,5,5,3,12,5,3,12,5,5,6,5
calculus-1264-_jpg.rf.543cc4dc80aaf23c236321f993b00071.jpg,calculus-688-_jpg.rf.d7bc17f7fcc4c7826d0bcde3190a1e88.jpg,hflip,hflip,2.932501252963554,33.050883742158774,612,408,612,408,1,1.5,1.5,105,13,16,1,12,10,0,0.6896551724137931,hflip,0.6896551724137931,hflip,calculus-688-_jpg.rf.d7bc17f7fcc4c7826d0bcde3190a1e88.jpg,1,1,12,10,16,0,22,25,24,10,13,16,9,25,13,14,25,16,14,24,16
calculus-1265-_jpg.rf.9e64b9006b7db7b221ad4c24ba91db0a.jpg,calculus-113-_jpg.rf.e9dd100d9a853acc3405d9424a9ce292.jpg,identity,identity,2.651135356174372,2.651135356174372,612,471,612,471,1,1.2993630573248407,1.2993630573248407,106,14,10,1,4,4,0,0.3333333333333333,identity,0.3333333333333333,hflip,calculus-689-_jpg.rf.0c2552b06618da087ebef4017136410e.jpg,0,0,4,4,7,0,10,14,12,4,14,10,10,14,14,5,14,10,5,12,10
calculus-1277-_jpg.rf.697c67330f17e4f05592141421aabe3a.jpg,gingivitis-1357-_jpg.rf.c7bd00329758b645769e50f48e177312.jpg,vflip,vflip,2.740974179580136,34.01116086993655,612,397,612,397,1,1.5415617128463477,1.5415617128463477,11,17,14,1,12,12,0,0.7741935483870968,vflip,0.7741935483870968,hflip,gingivitis-1081-_jpg.rf.2d033d22e35c288b7970cb387802f410.jpg,0,0,11,11,15,0,13,15,13,12,17,14,12,15,17,14,15,14,13,13,14
calculus-16-_jpg.rf.67d4dbaa4b38556db9e18cea0704850a.jpg,calculus-736-_jpg.rf.4801d0e8abab8ac1c41dd601d144481c.jpg,vflip,vflip,0.18891878577099605,35.59796358777675,612,408,612,408,1,1.5,1.5,12,14,12,1,8,8,0,0.6153846153846153,vflip,0.6153846153846153,vflip,calculus-736-_jpg.rf.4801d0e8abab8ac1c41dd601d144481c.jpg,1,1,8,8,12,0,9,15,14,8,14,12,10,15,14,7,15,12,11,14,12
calculus-221-_jpg.rf.63b1893be99add0607d23c4abf0ab244.jpg,-349_jpg.rf.3b23a23611a5f28971d3a436366e040f.jpg,identity,identity,9.167162332716433,9.167162332716433,612,375,295,180,0,1.632,1.6388888888888888,116,6,6,1,6,6,1,1.0,identity,1.0,identity,-349_jpg.rf.3b23a23611a5f28971d3a436366e040f.jpg,1,1,6,6,6,1,6,6,7,6,6,6,5,6,6,5,6,6,6,7,6
calculus-27-_jpg.rf.b7af3cac05abdd2c02ff5b2f1f321371.jpg,calculus-777-_jpg.rf.9f194c16e4af2ebbbd2e6f0d4f1d7900.jpg,vflip,vflip,1.040933172743182,46.86292959826804,612,355,612,355,1,1.723943661971831,1.723943661971831,117,11,16,1,7,7,0,0.5185185185185185,vflip,0.5185185185185185,identity,gingivitis-2107-_jpg.rf.d1aa837fb4e971a693bc0e6ea0a2a5b9.jpg,0,0,7,7,11,0,10,15,14,7,11,16,9,15,11,9,15,16,9,14,16
calculus-30-_jpg.rf.cc66d1cd34e1b5e8b423937cafd7327c.jpg,calculus-606-_jpg.rf.b3d296d4e5b923b2e286bce187040576.jpg,hflip,hflip,1.1341183206501757,82.41808344359643,612,319,612,319,1,1.9184952978056427,1.9184952978056427,13,11,14,1,9,9,0,0.7200000000000001,hflip,0.7200000000000001,hflip,calculus-606-_jpg.rf.b3d296d4e5b923b2e286bce187040576.jpg,1,1,9,9,14,0,13,15,15,9,11,14,9,15,11,13,15,14,13,15,14
calculus-31-_jpg.rf.063fc1c3ae4b985a5a4afb4527a9b894.jpg,calculus-751-_jpg.rf.97dd84d82752b0e12cdd786e934d4f22.jpg,vflip,vflip,0.8031215801240417,42.20842417298935,612,609,612,609,1,1.0049261083743843,1.0049261083743843,121,26,23,1,19,19,0,0.7755102040816326,vflip,0.7755102040816326,identity,calculus-1183-_jpg.rf.d91b814ef97d5c7a97e37c3c32e3d080.jpg,0,0,18,18,23,0,20,28,33,19,26,23,22,28,26,20,28,23,18,33,23
calculus-36-_jpg.rf.b37f19215913f040aab538064df7de82.jpg,calculus-612-_jpg.rf.e8ad4398e904eb75e632efc57bc4006c.jpg,hflip,hflip,1.1804374685630323,40.97093882704106,612,407,612,407,1,1.5036855036855037,1.5036855036855037,130,15,17,1,13,12,0,0.7500000000000001,hflip,0.7500000000000001,hflip,calculus-612-_jpg.rf.e8ad4398e904eb75e632efc57bc4006c.jpg,1,1,13,12,17,0,18,18,19,12,15,17,14,18,15,15,18,17,17,19,17
calculus-47-_jpg.rf.9c057284fa8f323382349e47654e6fad.jpg,calculus-623-_jpg.rf.b56d4f531f72655b1bd630a350bd3cc1.jpg,hflip,hflip,1.2043799258786136,36.02384328686002,612,204,612,204,1,3.0,3.0,142,19,35,1,17,17,0,0.6296296296296297,hflip,0.6296296296296297,hflip,calculus-623-_jpg.rf.b56d4f531f72655b1bd630a350bd3cc1.jpg,1,1,17,17,35,0,30,34,35,17,19,35,15,34,19,27,34,35,32,35,35
calculus-579-_jpg.rf.e6c6311ec6a8a0cd230ef77f7dbc4847.jpg,calculus-1214-_jpg.rf.0f86e03c59cf892792815ab573dfd845.jpg,hflip,hflip,2.9613059426108252,40.86130735302815,612,405,612,405,1,1.511111111111111,1.511111111111111,5,9,8,1,7,6,0,0.7058823529411765,hflip,0.7058823529411765,hflip,calculus-1214-_jpg.rf.0f86e03c59cf892792815ab573dfd845.jpg,1,1,7,6,8,0,9,12,10,6,9,8,7,12,9,8,12,8,7,10,8
calculus-592-_jpg.rf.e1421f2becca84d60c3301a4d883d330.jpg,calculus-736-_jpg.rf.4801d0e8abab8ac1c41dd601d144481c.jpg,rot180,rot180,0.9650335086677366,36.32210446583662,612,408,612,408,1,1.5,1.5,12,15,12,1,4,4,0,0.2962962962962963,rot180,0.2962962962962963,rot180,calculus-736-_jpg.rf.4801d0e8abab8ac1c41dd601d144481c.jpg,1,1,4,4,12,0,8,14,14,4,15,12,6,14,15,7,14,12,11,14,12
calculus-598-_jpg.rf.c5a20ee5e3e570789925e7b6a45842ea.jpg,calculus-22-_jpg.rf.1908d1f9cad05b7074e90aa1ec68ece2.jpg,hflip,hflip,0.9658869613315589,89.23966779126376,612,408,612,408,1,1.5,1.5,148,4,4,1,4,4,1,1.0,hflip,1.0,rot180,calculus-742-_jpg.rf.d187903173846bb84b01a697050fcded.jpg,0,0,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
calculus-600-_jpg.rf.52b9a3e08f453ae6fc920b282197c649.jpg,gingivitis-1516-_jpg.rf.9ce65a634c115a1cc9b5208e6b83c4d8.jpg,rot180,rot180,1.0766166418715102,63.064116896741055,612,408,612,408,1,1.5,1.5,149,16,22,1,15,14,0,0.7368421052631579,rot180,0.7368421052631579,rot180,gingivitis-1516-_jpg.rf.9ce65a634c115a1cc9b5208e6b83c4d8.jpg,1,1,15,14,22,0,9,16,19,14,16,22,11,16,16,10,16,22,17,19,22
calculus-609-_jpg.rf.8bc233de095e6c4b8e6fa59d50d31a79.jpg,calculus-33-_jpg.rf.57424519d5aeedf6db2d5ce8ea9dad26.jpg,hflip,hflip,0.9913720812669807,29.968014259575316,612,297,612,297,1,2.0606060606060606,2.0606060606060606,0,22,12,1,6,6,0,0.3529411764705882,hflip,0.3529411764705882,hflip,calculus-33-_jpg.rf.57424519d5aeedf6db2d5ce8ea9dad26.jpg,1,1,6,6,12,0,13,16,16,6,22,12,11,16,22,10,16,12,12,16,12
calculus-619-_jpg.rf.4d655d9164ab64e579c3eb5b4d9680b3.jpg,calculus-763-_jpg.rf.5be8bded92f469fff9c0df304a0b81bc.jpg,rot180,rot180,1.0536815225562999,64.2291324436799,612,455,612,455,1,1.3450549450549452,1.3450549450549452,150,3,2,1,1,1,0,0.4,rot180,0.4,hflip,calculus-43-_jpg.rf.ef7cfb40ce64a683c664411bd2f4b200.jpg,0,0,0,0,6,0,1,7,3,1,3,2,1,7,3,1,7,2,2,3,2
calculus-66-_jpg.rf.8ca07c98e233f580b8032379f16a2eca.jpg,gingivitis-2217-_jpg.rf.a2e959cbd5c2764ba6633bdb1185de41.jpg,identity,identity,3.7866475068086696,3.7866475068086696,612,408,612,408,1,1.5,1.5,151,20,18,1,14,14,0,0.7368421052631577,identity,0.7368421052631577,identity,gingivitis-2217-_jpg.rf.a2e959cbd5c2764ba6633bdb1185de41.jpg,1,1,14,14,18,0,18,18,18,14,20,18,14,18,20,18,18,18,18,18,18
calculus-67-_jpg.rf.32b585f4a71e64286423fc5085177045.jpg,calculus-787-_jpg.rf.b47b1627e2ac174ad6679b79c6c28c11.jpg,vflip,vflip,1.2240158175774067,46.62587035647724,612,317,612,317,1,1.9305993690851735,1.9305993690851735,152,23,11,1,5,3,0,0.1764705882352941,vflip,0.1764705882352941,hflip,calculus-685-_jpg.rf.3c1ff017aa1d66d65e9f966b4aa7fb3c.jpg,0,0,20,20,23,0,18,22,25,3,23,11,19,22,23,4,22,11,8,25,11
calculus-681-_jpg.rf.73a12c16778fd4fa138a5aea1521e5a0.jpg,calculus-76-_jpg.rf.4714e373dfa58b823587c03a853106d9.jpg,hflip,hflip,0.9595629778177343,73.37611598867173,612,408,612,408,1,1.5,1.5,7,11,10,1,8,8,0,0.761904761904762,hflip,0.761904761904762,hflip,calculus-76-_jpg.rf.4714e373dfa58b823587c03a853106d9.jpg,1,1,8,8,10,0,9,9,11,8,11,10,8,9,11,8,9,10,9,11,10
calculus-684-_jpg.rf.b0bc4192a28181f264b0606c7b4090c2.jpg,calculus-732-_jpg.rf.3d53d11d4967c401640a6f4079738900.jpg,rot180,rot180,0.9623496991007868,45.685973678121044,612,408,612,408,1,1.5,1.5,14,16,13,1,12,11,0,0.7586206896551724,rot180,0.7586206896551724,rot180,calculus-732-_jpg.rf.3d53d11d4967c401640a6f4079738900.jpg,1,1,12,11,13,0,13,15,18,11,16,13,12,15,16,11,15,13,12,18,13
calculus-690-_jpg.rf.65fb41f1647028495d2bb475235c82ce.jpg,calculus-834-_jpg.rf.a4120a620e94d77a5ddde4af958d3ec0.jpg,rot180,rot180,1.0170962900734866,83.25856207730043,612,408,612,408,1,1.5,1.5,153,9,8,1,8,8,0,0.9411764705882353,rot180,0.9411764705882353,rot180,calculus-834-_jpg.rf.a4120a620e94d77a5ddde4af958d3ec0.jpg,1,1,8,8,8,0,8,9,8,8,9,8,9,9,9,8,9,8,8,8,8
calculus-704-_jpg.rf.a7b1e7e9f8bdb1163613625f3db6ec95.jpg,calculus-128-_jpg.rf.d47b9dfc29e5c399c4016022b7e6e9f6.jpg,hflip,hflip,0.9397352909155788,41.42203284844735,612,495,612,495,1,1.2363636363636363,1.2363636363636363,154,23,26,1,22,21,0,0.8571428571428572,hflip,0.8571428571428572,hflip,calculus-128-_jpg.rf.d47b9dfc29e5c399c4016022b7e6e9f6.jpg,1,1,22,21,26,0,28,28,28,21,23,26,22,28,23,26,28,26,26,28,26
calculus-706-_jpg.rf.2b7ac30f0dfdc1d8cd0b9c64cfafc4ca.jpg,calculus-772-_jpg.rf.ee189a0335416e392159119f3ed61d9f.jpg,rot180,rot180,1.0949978930309352,53.93632214300004,612,459,612,459,1,1.3333333333333333,1.3333333333333333,155,12,10,1,8,8,0,0.7272727272727272,rot180,0.7272727272727272,hflip,calculus-130-_jpg.rf.468e69577d584b9e4cb546083a6547e9.jpg,0,0,12,12,15,0,13,15,14,8,12,10,12,15,12,10,15,10,10,14,10
calculus-715-_jpg.rf.80d28ce4f1ee53fabaf319dd1b30aca4.jpg,calculus-821-_jpg.rf.94c303faa41fda99e5266dada489e8ed.jpg,rot180,rot180,1.1909515013280871,69.04228153388543,612,409,612,409,1,1.4963325183374083,1.4963325183374083,4,12,7,1,1,1,0,0.2105263157894737,hflip,0.10526315789473685,hflip,calculus-1291-_jpg.rf.f37e3b149b6266e62bae751726edc5f6.jpg,0,0,11,11,12,0,7,11,9,1,12,7,11,11,12,2,11,7,4,9,7
calculus-728-_jpg.rf.2ad04dd63bf8a90b65f35c9be931cc58.jpg,calculus-584-_jpg.rf.08d5d60cd1e0eed8d706f6b07a86e57c.jpg,rot180,rot180,0.8311688605841099,87.16541805309097,612,459,612,459,1,1.3333333333333333,1.3333333333333333,8,6,3,1,3,3,0,0.6666666666666666,rot180,0.6666666666666666,rot180,calculus-584-_jpg.rf.08d5d60cd1e0eed8d706f6b07a86e57c.jpg,1,1,3,3,3,0,6,6,6,3,6,3,6,6,6,3,6,3,3,6,3
calculus-733-_jpg.rf.5dd9fb643ee6996af59461099b6c4d69.jpg,calculus-13-_jpg.rf.c9ff2f0b7f2a8d4d48538a8e26520df7.jpg,vflip,vflip,0.09144296805249708,39.06493078374352,612,408,612,408,1,1.5,1.5,156,1,6,1,1,1,0,0.2857142857142857,vflip,0.2857142857142857,vflip,calculus-13-_jpg.rf.c9ff2f0b7f2a8d4d48538a8e26520df7.jpg,1,1,1,1,6,0,4,7,9,1,1,6,1,7,1,0,7,6,3,9,6
calculus-741-_jpg.rf.3dab035ff489497255221c1bb2fd9b17.jpg,calculus-597-_jpg.rf.22b76b8b8594e76902ae6d4ff1c6ec0b.jpg,rot180,rot180,1.380758538132211,52.007481843717535,612,290,612,290,1,2.110344827586207,2.110344827586207,157,10,15,1,9,9,0,0.7200000000000001,rot180,0.7200000000000001,rot180,calculus-597-_jpg.rf.22b76b8b8594e76902ae6d4ff1c6ec0b.jpg,1,1,9,9,15,0,9,15,15,9,10,15,5,15,10,8,15,15,12,15,15
calculus-743-_jpg.rf.44c73e112e130a3cb5b090c79f5d759b.jpg,calculus-23-_jpg.rf.d9cd8d22d391f7c7bfc11e51c5bf8bea.jpg,vflip,vflip,0.16284893426309244,66.33317095610458,612,408,612,408,1,1.5,1.5,158,5,4,1,2,2,0,0.4444444444444445,vflip,0.4444444444444445,vflip,calculus-23-_jpg.rf.d9cd8d22d391f7c7bfc11e51c5bf8bea.jpg,1,1,2,2,4,0,7,8,7,2,5,4,5,8,5,2,8,4,2,7,4
calculus-750-_jpg.rf.7566372bac5b5c1449c1cdf107cc9ffc.jpg,calculus-606-_jpg.rf.b3d296d4e5b923b2e286bce187040576.jpg,rot180,rot180,1.3348119801908198,80.02934480341,612,319,612,319,1,1.9184952978056427,1.9184952978056427,13,11,14,1,9,9,0,0.7200000000000001,rot180,0.7200000000000001,rot180,calculus-606-_jpg.rf.b3d296d4e5b923b2e286bce187040576.jpg,1,1,9,9,14,0,9,11,15,9,11,14,11,11,11,9,11,14,13,15,14
calculus-753-_jpg.rf.c63727f517b49e31e3f4e3edc6690d4d.jpg,calculus-33-_jpg.rf.57424519d5aeedf6db2d5ce8ea9dad26.jpg,vflip,vflip,0.999068780282106,38.209421611722206,612,297,612,297,1,2.0606060606060606,2.0606060606060606,0,14,12,1,6,6,0,0.4615384615384615,vflip,0.4615384615384615,vflip,calculus-33-_jpg.rf.57424519d5aeedf6db2d5ce8ea9dad26.jpg,1,1,6,6,12,0,10,21,16,6,14,12,12,21,14,7,21,12,12,16,12
calculus-764-_jpg.rf.feefaebb02675dfd2aa9eb866aa28768.jpg,calculus-44-_jpg.rf.11e2626edc6c1075ca2bc59d3d4cbf12.jpg,vflip,vflip,1.5169935831274963,56.963840459304066,612,125,612,125,1,4.896,4.896,160,22,25,1,20,20,0,0.8510638297872342,vflip,0.8510638297872342,rot180,calculus-620-_jpg.rf.2b48d4699f317c1df2a0ba15d630aa64.jpg,0,0,16,16,17,0,24,25,26,20,22,25,22,25,22,24,25,25,24,26,25
calculus-768-_jpg.rf.105065492aec23280cc85ae1f3cc7121.jpg,calculus-624-_jpg.rf.7a9219c03dbcaeb891b7bb3f19203b1c.jpg,rot180,rot180,1.1146304872229518,59.10015282522409,612,398,612,398,1,1.5376884422110553,1.5376884422110553,161,9,16,1,5,5,0,0.39999999999999997,rot180,0.39999999999999997,rot180,calculus-624-_jpg.rf.7a9219c03dbcaeb891b7bb3f19203b1c.jpg,1,1,5,5,16,0,4,7,11,5,9,16,4,7,9,5,7,16,10,11,16
calculus-771-_jpg.rf.7803374e6fea859fca76a4c434d97935.jpg,calculus-51-_jpg.rf.90916990d8378ee112827033eef81f89.jpg,vflip,vflip,0.0705291800205773,66.4802847871522,612,408,612,408,1,1.5,1.5,162,6,7,1,6,6,0,0.923076923076923,vflip,0.923076923076923,vflip,calculus-51-_jpg.rf.90916990d8378ee112827033eef81f89.jpg,1,1,6,6,7,0,4,9,8,6,6,7,2,9,6,2,9,7,6,8,7
calculus-773-_jpg.rf.23cfd780c5c507db14f13d9758432adb.jpg,calculus-629-_jpg.rf.3d168fa6f411ae49c3372ec6c6df24ad.jpg,rot180,rot180,1.7038684587166273,63.501397545521584,612,151,612,151,1,4.052980132450331,4.052980132450331,9,43,38,1,26,25,0,0.6172839506172839,rot180,0.6172839506172839,rot180,calculus-629-_jpg.rf.3d168fa6f411ae49c3372ec6c6df24ad.jpg,1,1,26,25,38,0,32,43,40,25,43,38,32,43,43,28,43,38,37,40,38
calculus-78-_jpg.rf.991fd7641752f22a2daea88800e53252.jpg,calculus-732-_jpg.rf.3d53d11d4967c401640a6f4079738900.jpg,vflip,vflip,0.1281940553236089,42.56813153221027,612,408,612,408,1,1.5,1.5,14,14,13,1,9,9,0,0.6666666666666666,vflip,0.6666666666666666,vflip,calculus-732-_jpg.rf.3d53d11d4967c401640a6f4079738900.jpg,1,1,9,9,13,0,13,14,18,9,14,13,7,14,14,10,14,13,12,18,13
calculus-793-_jpg.rf.e6877b99793a32e03741132f86d1790b.jpg,calculus-649-_jpg.rf.53e66a84f3f5dd5b36bb138783da740b.jpg,rot180,rot180,1.0338656459270348,37.96685952083738,612,408,612,408,1,1.5,1.5,163,15,6,1,2,0,0,0.0,identity,0.0,vflip,calculus-73-_jpg.rf.183576d4324a3b58468b1e0c39c4134c.jpg,0,0,13,13,16,0,14,17,15,0,15,6,14,17,15,0,17,6,1,15,6
calculus-803-_jpg.rf.8aae480aa95d467a1a71ea55a2ac53c5.jpg,calculus-83-_jpg.rf.bb16e5abc93d3b3bcc137c9bfde67095.jpg,vflip,vflip,1.02266938016781,53.90447503305145,612,420,612,420,1,1.457142857142857,1.457142857142857,10,5,8,1,5,5,0,0.7692307692307693,vflip,0.7692307692307693,rot180,calculus-659-_jpg.rf.8af8fd3bd97546ad3a55773bd954e072.jpg,0,0,5,5,5,1,3,9,9,5,5,8,0,9,5,0,9,8,7,9,8
calculus-84-_jpg.rf.68ff425ee218674f71c587d703c5493a.jpg,calculus-660-_jpg.rf.b17dcf2ead3e762d36675e756b92f78d.jpg,hflip,hflip,1.1025593893442884,79.07693868281265,612,375,612,375,1,1.632,1.632,164,4,3,1,1,1,0,0.28571428571428575,hflip,0.28571428571428575,hflip,calculus-660-_jpg.rf.b17dcf2ead3e762d36675e756b92f78d.jpg,1,1,1,1,3,0,3,4,4,1,4,3,4,4,4,1,4,3,1,4,3
calculus-843-_jpg.rf.435c6f1591b0bc3d1f59640dcfc79056.jpg,calculus-123-_jpg.rf.bc18404bcc1231b997ad345b03c599e5.jpg,vflip,vflip,0.11124242863982924,41.206322127513,612,408,612,408,1,1.5,1.5,15,7,9,1,5,5,0,0.6250000000000001,vflip,0.6250000000000001,vflip,calculus-123-_jpg.rf.bc18404bcc1231b997ad345b03c599e5.jpg,1,1,5,5,9,0,8,11,11,5,7,9,5,11,7,7,11,9,8,11,9
calculus-860-_jpg.rf.87df1032875f4ed2b7c34bef2455fc20.jpg,calculus-716-_jpg.rf.757035751cb8a38c0b375189553ce3ad.jpg,rot180,rot180,1.1823877415993347,70.55662610834625,612,325,612,325,1,1.883076923076923,1.883076923076923,165,14,9,1,9,9,0,0.782608695652174,rot180,0.782608695652174,vflip,calculus-140-_jpg.rf.b4ab3634b8ca6e5b93825bb71dd44b18.jpg,0,0,14,14,16,0,7,14,14,9,14,9,6,14,14,5,14,9,9,14,9
