filename,source,split,tvnt_true,tvnt_score,mitotic_true,mitotic_pred,nucleol_true,nucleol_pred,hyperchrom_true,hyperchrom_pred
OSCC_400x_414_jpg.rf.6e2ef3150b8b7c622a6b097be772f962.jpg,OSCC_400x_414_jpg,val,1,0.83005214,0,0.064533,0,0.102803,8,1.193814
OSCC_400x_324_jpg.rf.cd8a60be7c3263c22ad9ef4facc9eac8.jpg,OSCC_400x_324_jpg,val,1,0.99953985,0,0.129692,4,4.537744,8,8.106708
OSCC_400x_404_jpg.rf.6543ad742b7cedae31d2bc48e7128a51.jpg,OSCC_400x_404_jpg,val,1,0.92251259,0,0.036554,1,1.533669,0,1.018630
OSCC_400x_441_jpg.rf.e5070b3197af4dd7eb0d3a4e5596ad0d.jpg,OSCC_400x_441_jpg,val,1,0.95270604,0,0.136606,0,1.181113,3,3.504753
OSCC_400x_155_jpg.rf.14c141ff25a4611518488bdf83748f97.jpg,OSCC_400x_155_jpg,val,1,0.95584899,0,0.057386,0,2.933154,2,2.003136
OSCC_400x_282_jpg.rf.76a075b47a9a0410bf94bf8ebf12a54a.jpg,OSCC_400x_282_jpg,val,1,0.94269919,0,0.118306,0,2.446648,8,0.588068
OSCC_400x_131_jpg.rf.06bf64acf495066b24cc338dfb00720d.jpg,OSCC_400x_131_jpg,val,1,0.94522637,0,0.073138,0,1.208527,1,1.783307
OSCC_400x_320_jpg.rf.b8b03d7b33f29c1ffe2c652cf361e3ab.jpg,OSCC_400x_320_jpg,val,1,0.91965711,0,0.029287,0,0.754464,4,2.056187
OSCC_400x_246_jpg.rf.10929f292af6e71bb04aa0b1cefe794e.jpg,OSCC_400x_246_jpg,val,1,0.99032241,0,0.110593,7,4.675458,3,3.006438
OSCC_400x_359_jpg.rf.a724442621f5b1ac89ef936a9d388f2b.jpg,OSCC_400x_359_jpg,val,1,0.99444020,0,-0.057866,6,4.531464,6,7.307788
OSCC_400x_90_jpg.rf.608337aaf7aab8a501bc9bc3031de962.jpg,OSCC_400x_90_jpg,val,1,0.91618419,0,0.056207,1,1.168718,1,1.789543
OSCC_400x_457_jpg.rf.bbc793785892b8a61c2e03c0455954ee.jpg,OSCC_400x_457_jpg,val,1,0.94377828,0,0.014295,2,3.866452,7,0.650759
OSCC_400x_406_jpg.rf.cdd854a556dd0943b687d0ba7f88088e.jpg,OSCC_400x_406_jpg,val,1,0.93354547,0,0.036027,0,1.666240,3,1.249506
OSCC_400x_408_jpg.rf.6afaf5123fb083b7cfadcdaaeaac227b.jpg,OSCC_400x_408_jpg,val,1,0.93015528,0,0.073666,0,1.467115,1,1.429451
OSCC_400x_26_jpg.rf.467f20e3a76d9bab3102fe4abd5fddf0.jpg,OSCC_400x_26_jpg,val,1,0.97646946,0,0.232271,2,3.602085,0,0.410908
OSCC_400x_173_jpg.rf.d75baf86461141d9a1f35bfca2ab8c1a.jpg,OSCC_400x_173_jpg,val,1,0.92613405,0,0.035569,0,2.015718,1,0.910298
OSCC_400x_82_jpg.rf.99a27b5d778a01071172e5b265796e40.jpg,OSCC_400x_82_jpg,val,1,0.89199907,0,0.013939,3,0.523617,5,1.950259
OSCC_400x_272_jpg.rf.5955f86f06eb2d71b9be92cb001d75c3.jpg,OSCC_400x_272_jpg,val,1,0.94791663,0,0.150676,1,2.267173,1,1.198525
OSCC_400x_72_jpg.rf.3926e3c2632442a84e2b0ee0947d688b.jpg,OSCC_400x_72_jpg,val,1,0.95540589,0,0.066813,6,2.087395,2,1.425876
OSCC_400x_459_jpg.rf.e4e0d1d4863e15fa6e0c305c4667f223.jpg,OSCC_400x_459_jpg,val,1,0.97097766,0,0.056684,7,3.324193,0,2.169840
OSCC_400x_313_jpg.rf.19437a5e0bbe709c68394387d153225c.jpg,OSCC_400x_313_jpg,val,1,0.90030241,0,0.046809,2,0.808268,5,1.685904
OSCC_400x_206_jpg.rf.b89de611bb9d2316a7a426e33c724bf4.jpg,OSCC_400x_206_jpg,val,1,1.00000000,0,0.080932,28,30.437263,0,-0.740495
OSCC_400x_267_jpg.rf.33647fdcc3072b121db705fdb6accfd8.jpg,OSCC_400x_267_jpg,val,1,0.88844329,0,0.006907,0,0.831801,1,0.858149
OSCC_400x_176_jpg.rf.1cce61f7e8ba5351e82a2ccc29b3d7ab.jpg,OSCC_400x_176_jpg,val,1,0.99516946,0,0.140270,9,6.324297,0,3.076518
OSCC_400x_9_jpg.rf.1bc0a3ad69aac42b7bfbdba679a7ab81.jpg,OSCC_400x_9_jpg,val,1,0.95431614,0,0.120590,6,2.817261,2,0.472414
OSCC_400x_193_jpg.rf.b116c05efa1266ba8056edcd1ebff972.jpg,OSCC_400x_193_jpg,val,1,0.93336356,0,0.211027,1,1.507974,1,1.703632
OSCC_400x_225_jpg.rf.92ec878bbf5105d473a9a8e109a94979.jpg,OSCC_400x_225_jpg,val,1,0.96050149,0,-0.062497,0,2.840027,12,1.823328
OSCC_400x_295_jpg.rf.cf650dd9095d092411bb03bf44a8c3f2.jpg,OSCC_400x_295_jpg,val,1,0.99999452,0,0.050904,21,19.458300,1,-0.919801
OSCC_400x_314_jpg.rf.bb96116d93ab33bc38c2e367b936dd4f.jpg,OSCC_400x_314_jpg,val,1,0.88758206,0,-0.043780,0,0.817571,2,1.635664
OSCC_400x_336_jpg.rf.4bb99ef740bf7f3671eba6fefd186ea8.jpg,OSCC_400x_336_jpg,val,1,0.99955398,0,0.144099,10,9.020917,1,2.341660
OSCC_400x_322_jpg.rf.5d773d63a7efce2c14face1056749722.jpg,OSCC_400x_322_jpg,val,0,0.92384177,0,-0.002518,0,1.738194,0,0.998895
OSCC_400x_475_jpg.rf.deb65f5584a2f87fc2a7ccde6846aa02.jpg,OSCC_400x_475_jpg,val,1,0.89347595,0,0.013361,0,1.302907,1,0.913517
OSCC_400x_49_jpg.rf.d92a516d2f91b6ea54ccb8ca89387de6.jpg,OSCC_400x_49_jpg,val,1,0.85839278,0,-0.036586,0,0.357571,1,2.099676
OSCC_400x_183_jpg.rf.7f77c20ebaa1999bf41a1ca6b24bba6a.jpg,OSCC_400x_183_jpg,val,1,0.99201560,0,0.187154,11,5.330538,0,1.257798
OSCC_400x_130_jpg.rf.b2f9d616c70582eb6ec08affc4ab5445.jpg,OSCC_400x_130_jpg,val,1,0.95435137,0,0.215618,0,1.817145,1,1.048767
OSCC_400x_393_jpg.rf.d865683b20f97993768a628b732301b2.jpg,OSCC_400x_393_jpg,val,1,0.92285824,0,0.158102,0,1.034414,1,1.501016
OSCC_400x_392_jpg.rf.8e3b6ba33eb102c057787ef410900e0e.jpg,OSCC_400x_392_jpg,val,1,0.99083763,0,0.099435,7,4.495808,1,3.438937
OSCC_400x_186_jpg.rf.e3ee3fb23c6ac9369a7994987ab03b9d.jpg,OSCC_400x_186_jpg,val,1,0.89380032,0,-0.049547,0,0.439989,1,2.221414
OSCC_400x_477_jpg.rf.1de81755c833d963cca14b0e3c4796d1.jpg,OSCC_400x_477_jpg,val,1,0.95269001,0,0.025812,4,1.897784,0,1.087240
OSCC_400x_275_jpg.rf.310d0627efc43a24cfef208d85115369.jpg,OSCC_400x_275_jpg,val,1,0.97903514,0,0.030883,0,0.869483,12,6.070699
OSCC_400x_321_jpg.rf.10a252c20a5f0e3b667faaa340801470.jpg,OSCC_400x_321_jpg,val,1,0.99669802,0,0.057683,6,2.341472,14,8.071321
OSCC_400x_166_jpg.rf.4d110a43df4f4b3a67967e11281073a3.jpg,OSCC_400x_166_jpg,val,1,0.99955970,0,0.173536,11,11.012222,1,1.409422
OSCC_400x_342_jpg.rf.459bbfbc330a60af5050230bb0468087.jpg,OSCC_400x_342_jpg,val,1,0.99816847,0,-0.020609,6,3.836987,2,8.462671
OSCC_400x_106_jpg.rf.fd483c7000c2bc3468f99743145f6db2.jpg,OSCC_400x_106_jpg,val,1,0.99365258,0,0.212435,6,5.390340,2,1.187177
OSCC_400x_259_jpg.rf.667865ea613b224fdb862b6a636937e0.jpg,OSCC_400x_259_jpg,val,1,0.97568274,1,0.113145,8,4.653028,1,0.206377
OSCC_400x_250_jpg.rf.c52d454a607e415ac1d877366e0d5490.jpg,OSCC_400x_250_jpg,val,1,0.93543136,0,0.008947,0,1.123704,2,1.884852
OSCC_400x_248_jpg.rf.cc7adef7eba3eba1c25928b9dc039389.jpg,OSCC_400x_248_jpg,val,1,0.99387896,2,0.233312,6,5.568784,1,1.947315
OSCC_400x_214_jpg.rf.2e11b2d65386a2c4f13ba2160c711414.jpg,OSCC_400x_214_jpg,val,1,0.99786818,0,-0.016635,3,4.884367,4,6.560485
OSCC_400x_296_jpg.rf.af1279e213b6e977ada8f8c9ff0f3ee1.jpg,OSCC_400x_296_jpg,val,1,0.99961191,0,-0.022926,25,11.819157,9,0.548827
OSCC_400x_246_jpg.rf.c2c5ec66ca7a996fcb4166f544900e63.jpg,OSCC_400x_246_jpg,val,1,0.99459273,0,0.187447,7,4.467619,3,4.327052
OSCC_400x_96_jpg.rf.4d4cb7f29ba9aa0a2da35fcbf40d40d2.jpg,OSCC_400x_96_jpg,val,1,0.99979395,0,0.219934,9,9.553479,5,4.889518
OSCC_400x_291_jpg.rf.91cea4f6109359ae909d8f5e2250eaed.jpg,OSCC_400x_291_jpg,val,0,0.86816239,0,0.150504,0,1.555617,0,0.743093
OSCC_400x_482_jpg.rf.6687073bbaac5e8e3e1b8a78b704ba28.jpg,OSCC_400x_482_jpg,val,1,0.91682303,0,0.032097,0,0.091037,1,1.653670
OSCC_400x_88_jpg.rf.4175c35fd31441a51aef2c8b382ec7a6.jpg,OSCC_400x_88_jpg,val,1,0.88525254,0,0.105687,5,1.053082,1,1.324712
OSCC_400x_23_jpg.rf.56c40d50c3d39b9b4c1df6c33ad90bde.jpg,OSCC_400x_23_jpg,val,1,0.94046813,0,0.063508,0,0.770147,1,2.410163
OSCC_400x_85_jpg.rf.8576e158d6e909b9baa2cf7c1996010a.jpg,OSCC_400x_85_jpg,val,1,0.99528056,0,0.073911,0,6.294892,2,1.793901
OSCC_400x_359_jpg.rf.72176cb567169ad049782d06eaa0f994.jpg,OSCC_400x_359_jpg,val,1,0.97390378,0,-0.014627,6,2.852175,6,4.408050
OSCC_400x_477_jpg.rf.8e5c76988cb88c9e46c8d9b706606be8.jpg,OSCC_400x_477_jpg,val,1,0.97739750,0,0.014608,4,1.997015,0,2.981446
OSCC_400x_214_jpg.rf.e9dbdc73b648b2e9a5431f6e8fd61e6e.jpg,OSCC_400x_214_jpg,val,1,0.99671292,0,0.059790,3,4.205564,4,6.179315
OSCC_400x_290_jpg.rf.c08269e2c4b1c9495f1e86d807b9ceb6.jpg,OSCC_400x_290_jpg,val,1,0.99989390,0,0.199064,4,13.059863,0,1.374832
OSCC_400x_105_jpg.rf.6c2a7c021cc03afa80b47172faf95eca.jpg,OSCC_400x_105_jpg,val,1,0.96559840,0,-0.045850,0,1.646455,3,3.031263
OSCC_400x_108_jpg.rf.4be0536feaffeb9ba30f50db5d820e89.jpg,OSCC_400x_108_jpg,val,1,0.97519022,0,0.218414,3,3.260921,2,0.817704
OSCC_400x_78_jpg.rf.5693ef062336c7d0156fddb1665c92a9.jpg,OSCC_400x_78_jpg,val,1,0.91863686,0,-0.021443,0,1.014019,1,2.888050
OSCC_400x_61_jpg.rf.b75bdd2680fce23eaa643a26c349a431.jpg,OSCC_400x_61_jpg,val,1,0.99224257,0,0.094479,3,3.620429,3,4.011130
OSCC_400x_244_jpg.rf.6b2379de9dab227af421927b90f491e5.jpg,OSCC_400x_244_jpg,val,1,0.96803737,1,0.268136,3,3.277691,2,1.405064
OSCC_400x_350_jpg.rf.977658b32047bb33143f4116cc346b0e.jpg,OSCC_400x_350_jpg,val,1,0.99996352,0,-0.112842,3,2.961510,12,19.111811
OSCC_400x_352_jpg.rf.6ad22ae8b87331fb9a52ce04e7215437.jpg,OSCC_400x_352_jpg,val,1,0.98783153,0,-0.157859,0,0.603824,5,7.897496
OSCC_400x_143_jpg.rf.9a8f57ca92ff0a2f0fc8fa1ca9fc8216.jpg,OSCC_400x_143_jpg,val,1,0.95371073,0,0.023971,3,1.307995,2,3.419748
OSCC_400x_30_jpg.rf.da60a69f6b287421761934a8bd8dda6b.jpg,OSCC_400x_30_jpg,val,1,0.98279792,0,0.077136,3,5.126904,2,1.458648
OSCC_400x_434_jpg.rf.38c76c397add4a53c59e9ee33d56da37.jpg,OSCC_400x_434_jpg,val,1,0.99633431,0,0.145758,9,6.131647,0,1.497207
OSCC_400x_81_jpg.rf.4d2cf4d70d620ab09aa901bf336896b8.jpg,OSCC_400x_81_jpg,val,1,0.82813466,0,0.036762,1,0.468355,1,0.985838
OSCC_400x_493_jpg.rf.c47ce5c426bc94a52cc385b7605fe254.jpg,OSCC_400x_493_jpg,val,0,0.87220454,0,0.047140,0,1.218917,0,0.953779
OSCC_400x_183_jpg.rf.1ccdc75770e923eb0cfd99526d60fb74.jpg,OSCC_400x_183_jpg,val,1,0.99848598,0,0.195007,11,8.642921,0,1.038080
OSCC_400x_406_jpg.rf.5c66d34b3ffe53c68e0adf4047285d38.jpg,OSCC_400x_406_jpg,val,1,0.94733852,0,0.065432,0,1.268684,3,1.740221
OSCC_400x_211_jpg.rf.be5047b41694053666a6d833fe348aa1.jpg,OSCC_400x_211_jpg,val,1,0.99330890,0,0.026536,7,5.925382,6,5.455204
OSCC_400x_21_jpg.rf.fa818ba091c826ab5de0dc5c9a590468.jpg,OSCC_400x_21_jpg,val,1,0.97611010,1,0.203985,5,3.758517,2,0.431186
OSCC_400x_474_jpg.rf.1f3c05b0b1d9e74fe3a9d851f240cd48.jpg,OSCC_400x_474_jpg,val,1,0.86280680,0,0.037474,0,0.758369,1,1.047581
OSCC_400x_13_jpg.rf.78637e2763f941e482fbcc1a32c234d9.jpg,OSCC_400x_13_jpg,val,1,0.99991238,0,0.082010,15,13.587639,0,-0.235180
OSCC_400x_177_jpg.rf.b7e4216cd399fd028485605fcc181d6f.jpg,OSCC_400x_177_jpg,val,1,0.98027211,0,0.165532,3,4.366308,0,-0.086083
OSCC_400x_181_jpg.rf.b7151f1b318679e5d2df53b7453586d2.jpg,OSCC_400x_181_jpg,val,1,0.96891934,0,0.102469,5,3.279583,0,1.097705
OSCC_400x_363_jpg.rf.3dd5141e0898cb49c7580b5cfdc1aea0.jpg,OSCC_400x_363_jpg,val,1,0.98497725,0,-0.007416,5,4.207024,2,2.123834
OSCC_400x_131_jpg.rf.1b5acbdf22bc8824986ebd2e7b53f12e.jpg,OSCC_400x_131_jpg,val,1,0.92434895,0,0.081288,0,1.568952,1,0.975925
OSCC_400x_85_jpg.rf.a89cf88d4d4026d848ac980fa4424bb3.jpg,OSCC_400x_85_jpg,val,1,0.96544468,0,-0.054856,0,3.607325,1,1.549762
OSCC_400x_294_jpg.rf.1215b4215dbd83b777e8433df52b7e57.jpg,OSCC_400x_294_jpg,val,1,0.89679128,0,0.018292,0,1.968151,24,1.696259
OSCC_400x_313_jpg.rf.d9675e21021c9115a107e72644fac848.jpg,OSCC_400x_313_jpg,val,1,0.99282432,0,0.058298,2,4.566347,5,2.746470
OSCC_400x_26_jpg.rf.790319f2c2860eb6b530760d68cbe5db.jpg,OSCC_400x_26_jpg,val,1,0.96858805,0,0.184405,2,2.485009,0,0.957333
OSCC_400x_168_jpg.rf.e99af91eef7e4aeada6e4fcbd5aa0432.jpg,OSCC_400x_168_jpg,val,1,0.98568130,0,0.092735,4,4.541985,2,0.747858
OSCC_400x_244_jpg.rf.56daaa0e25e7026cf63a2bb04d9523dd.jpg,OSCC_400x_244_jpg,train,1,0.99522358,1,0.238232,3,6.397976,2,2.626477
OSCC_400x_250_jpg.rf.4042b438957b1204b30dd17f231673b9.jpg,OSCC_400x_250_jpg,train,1,0.92336273,0,0.071336,0,1.075543,2,1.577999
OSCC_400x_431_jpg.rf.78af082d88b7693555fd776867047dfa.jpg,OSCC_400x_431_jpg,train,1,0.99028933,0,0.049706,7,5.451104,3,1.882475
OSCC_400x_10_jpg.rf.a35337448ca4d2be3d86eef91bb4f314.jpg,OSCC_400x_10_jpg,train,1,0.99991143,0,0.170660,3,2.333997,18,13.346829
OSCC_400x_393_jpg.rf.769bc9952d5f2fcc032192debd98dc7d.jpg,OSCC_400x_393_jpg,train,1,0.87705028,0,0.146090,0,1.084075,1,0.251997
OSCC_400x_246_jpg.rf.8580bc3d5cdd5297cf9e0ccdf1c5876e.jpg,OSCC_400x_246_jpg,train,1,0.99144006,0,0.194264,7,4.590858,3,2.765317
OSCC_400x_59_jpg.rf.945ecdb3b99c15d5794237c1bdd3a521.jpg,OSCC_400x_59_jpg,train,1,0.94082159,1,0.106252,3,1.183043,2,2.399910
OSCC_400x_366_jpg.rf.c5e91d439c6f034d3f025941a8e12eb1.jpg,OSCC_400x_366_jpg,train,0,0.85464287,0,0.055117,0,0.944379,0,1.865557
OSCC_400x_175_jpg.rf.a30b0ed43641a98b07aad5fc82bf18f6.jpg,OSCC_400x_175_jpg,train,1,0.99797076,0,0.099491,8,8.477543,1,0.847337
OSCC_400x_71_jpg.rf.4e3df1ebc40a47e4a855cc3fc0a0d488.jpg,OSCC_400x_71_jpg,train,1,0.93638271,0,0.034511,1,1.844564,0,1.894529
OSCC_400x_370_jpg.rf.c8c1de362b0eaad97aa63757d12544a4.jpg,OSCC_400x_370_jpg,train,1,0.95109916,0,0.035692,2,1.016886,0,2.306422
OSCC_400x_317_jpg.rf.486afa7af35eac746251779d726964ff.jpg,OSCC_400x_317_jpg,train,0,0.85143107,0,0.038393,0,0.887123,0,1.238467
OSCC_400x_258_jpg.rf.3d15693862ab78c9d34b4cf6877f4598.jpg,OSCC_400x_258_jpg,train,1,0.99702126,0,0.024224,2,2.273544,10,7.752160
OSCC_400x_228_jpg.rf.741241205c02755a1dacc901b817bd66.jpg,OSCC_400x_228_jpg,train,1,0.99575967,0,-0.072323,2,3.984575,9,6.128076
OSCC_400x_63_jpg.rf.0716ad798e629d1a81942e1f981ad1e0.jpg,OSCC_400x_63_jpg,train,1,0.96477091,0,-0.046003,1,1.329232,5,3.609687
OSCC_400x_370_jpg.rf.246d0fe940f9764afc3aee744894f125.jpg,OSCC_400x_370_jpg,train,1,0.93979979,0,0.062249,2,1.624215,0,1.195058
OSCC_400x_431_jpg.rf.0d02eefa1dd5c63b1865860054758a42.jpg,OSCC_400x_431_jpg,train,1,0.99360609,0,0.058609,8,6.383889,3,1.753873
OSCC_400x_16_jpg.rf.77676d2fa3d62354ac8c21e299c2fbbc.jpg,OSCC_400x_16_jpg,train,1,0.99595755,0,0.238870,7,6.837256,1,-0.227005
OSCC_400x_23_jpg.rf.216b745d20fe8403ae1f1c798a048c80.jpg,OSCC_400x_23_jpg,train,1,0.94175845,0,0.068537,0,0.745353,1,2.350219
OSCC_400x_13_jpg.rf.a5e0e84fed231830bd1cd3d2e16fe581.jpg,OSCC_400x_13_jpg,train,1,0.99994898,0,0.009140,15,14.257327,0,-0.359484
OSCC_400x_280_jpg.rf.5bf381901ef80ae1768a07dcf20c398f.jpg,OSCC_400x_280_jpg,train,1,0.99019927,1,0.190360,3,5.865194,3,1.168435
OSCC_400x_492_jpg.rf.4358905b4af85b0339c27a039fbe7d19.jpg,OSCC_400x_492_jpg,train,1,0.97159475,0,-0.005124,0,-0.743346,9,6.752183
OSCC_400x_494_jpg.rf.de3415ba6f28a4db600213fa6167bf6f.jpg,OSCC_400x_494_jpg,train,1,0.93065387,0,-0.023554,1,0.515937,3,1.578270
OSCC_400x_111_jpg.rf.7e37ce22a49a2aa22e63660e88c08019.jpg,OSCC_400x_111_jpg,train,1,0.98993963,0,0.115665,0,2.268722,7,6.401935
OSCC_400x_458_jpg.rf.052c07fd9d9486edc2ad8325e82458df.jpg,OSCC_400x_458_jpg,train,1,0.98323452,0,0.094020,5,3.936842,9,3.921769
OSCC_400x_172_jpg.rf.db86d211ee95f619dd963779eb55b41a.jpg,OSCC_400x_172_jpg,train,1,0.96061236,0,0.107721,0,1.324996,2,2.497379
OSCC_400x_404_jpg.rf.5455f79c5a70a375adf87be4a0d2412c.jpg,OSCC_400x_404_jpg,train,1,0.89469016,0,0.038241,1,1.221392,0,0.689529
OSCC_400x_404_jpg.rf.87650923ab2f56047525bdd799a13ca8.jpg,OSCC_400x_404_jpg,train,1,0.97175682,0,-0.026525,1,3.199724,0,1.283108
OSCC_400x_470_jpg.rf.84de2360b6253790d8281c748ff03093.jpg,OSCC_400x_470_jpg,train,1,0.99988675,0,-0.168859,13,12.281103,4,4.368367
OSCC_400x_65_jpg.rf.d8f6319483821d0984a4be970febda37.jpg,OSCC_400x_65_jpg,train,1,0.99999928,0,0.114880,23,23.600025,2,2.477706
OSCC_400x_179_jpg.rf.9a4460b0c57f275826cfc368565dec94.jpg,OSCC_400x_179_jpg,train,1,0.98873693,0,0.239205,4,2.730249,2,2.776472
OSCC_400x_214_jpg.rf.5915250ef78105ae62bb09565260eaa2.jpg,OSCC_400x_214_jpg,train,1,0.99509060,0,-0.013122,3,2.591558,4,6.160903
OSCC_400x_29_jpg.rf.cae8cf327375e112eb12f4b70c9b44e1.jpg,OSCC_400x_29_jpg,train,1,0.99505770,0,0.041222,6,5.704875,2,0.999699
OSCC_400x_394_jpg.rf.55366c2ef62317dc8218faa083ee35c6.jpg,OSCC_400x_394_jpg,train,1,0.98490679,0,0.336106,2,3.388133,1,1.358857
OSCC_400x_483_jpg.rf.674a4cc7439d7327f5f68eac60465f1e.jpg,OSCC_400x_483_jpg,train,1,0.98653364,0,-0.106891,0,0.717911,9,7.283647
OSCC_400x_109_jpg.rf.893ea63a54bb00b34a03cde4673f78ab.jpg,OSCC_400x_109_jpg,train,1,0.99423522,0,0.204320,6,5.941455,0,0.004912
OSCC_400x_267_jpg.rf.8d50cbed2d9b41a973cb3768079a6b07.jpg,OSCC_400x_267_jpg,train,1,0.91805243,0,0.163155,0,0.869830,1,1.158395
OSCC_400x_412_jpg.rf.52785018efa8e37d51cfd3961211d4dd.jpg,OSCC_400x_412_jpg,train,1,0.88719499,0,0.081815,0,0.185184,3,1.862919
OSCC_400x_399_jpg.rf.a8ae0890f2e4a6720acc59c6c4537f07.jpg,OSCC_400x_399_jpg,train,1,0.94408143,0,0.012010,0,1.423864,1,2.001594
OSCC_400x_393_jpg.rf.125b8e84d65da3c4c8d9d5c28a2e8dde.jpg,OSCC_400x_393_jpg,train,1,0.88934076,0,0.036470,0,1.188491,1,0.543351
OSCC_400x_131_jpg.rf.b360002c2a7548b6cc678398785f3253.jpg,OSCC_400x_131_jpg,train,1,0.94924712,0,0.111458,0,2.026303,1,1.233982
OSCC_400x_200_jpg.rf.00e6d4ce9d652ec9743ae01a5bbd4fd2.jpg,OSCC_400x_200_jpg,train,1,0.96424830,0,0.088624,2,3.175571,1,0.383654
OSCC_400x_250_jpg.rf.73245fab1745941f89ba7b782c0f4c3b.jpg,OSCC_400x_250_jpg,train,1,0.91664273,0,0.084974,0,1.026165,2,1.642344
OSCC_400x_432_jpg.rf.d0528137f353eac711dec43356dd55b8.jpg,OSCC_400x_432_jpg,train,1,0.99958962,0,-0.049601,13,12.347099,0,2.424539
OSCC_400x_350_jpg.rf.b763b7a8a97a17768b2d74cdfd915f54.jpg,OSCC_400x_350_jpg,train,1,0.99967670,0,-0.100904,3,2.325934,12,14.885263
OSCC_400x_65_jpg.rf.42631f96a47c0a15dfa1f2376bf2cc27.jpg,OSCC_400x_65_jpg,train,1,0.99999857,0,0.043517,23,23.184698,2,1.841285
OSCC_400x_481_jpg.rf.ec28e5a0a246b83b9ef26b56b546f906.jpg,OSCC_400x_481_jpg,train,1,0.89050519,0,0.034807,0,0.171178,1,1.092386
